<MP-CMI-NE>dis int des
PHY: Physical
*down: administratively down
^down: standby
(l): loopback
(s): spoofing
(E): E-Trunk down
(b): BFD down
(B): Bit-error-detection down
(e): ETHOAM down
(d): Dampening Suppressed
(p): port alarm down
(ld): loop-detect trigger down
Interface                     PHY     Protocol Description                     
VE16/0/0.276                  up      up       INTERNAL-HUBSPOKE-SPOKE-1005-MNG-ME-FTTx-0054
VE16/0/0.280                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500232
VE16/0/0.284                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500422
VE16/0/0.285                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500235
VE16/0/0.286                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500237
VE16/0/0.287                  up      up       EXTERNAL-FULLMESH-SPOKE-1014-IAD0500220
VE16/0/0.288                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500239
VE16/0/0.289                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500026
VE16/0/0.290                  up      up       EXTERNAL-FULLMESH-SPOKE-600556-IPV2140008
VE16/0/0.291                  up      up       EXTERNAL-FULLMESH-SPOKE-600556-IPV2140015
VE16/0/0.292                  up      up       EXTERNAL-FULLMESH-SPOKE-600556-IPV2140029
VE16/0/0.294                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500210
VE16/0/0.295                  up      up       EXTERNAL-FULLMESH-SPOKE-610061-IPV1150845
VE16/0/0.296                  up      up       EXTERNAL-FULLMESH-SPOKE-610061-IAD1150845
VE16/0/0.297                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500451
VE16/0/0.298                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500451
VE16/0/0.299                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500241
VE16/0/0.300                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500241
VE16/0/0.301                  up      up       EXTERNAL-FULLMESH-SPOKE-600335-IPV1630074
VE16/0/0.303                  up      up       EXTERNAL-FULLMESH-SPOKE-600335-IPV1630071
VE16/0/0.304                  up      up       EXTERNAL-FULLMESH-SPOKE-600565-IPV0500458
VE16/0/0.305                  up      up       EXTERNAL-FULLMESH-SPOKE-600566-IPV2230005
VE16/0/0.306                  up      up       EXTERNAL-FULLMESH-SPOKE-600566-IPV2230006
VE16/0/0.307                  up      up       EXTERNAL-FULLMESH-SPOKE-600566-IPVB2230006
VE16/0/0.308                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500187
VE16/0/0.310                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IPV2250002
VE16/0/0.311                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IPV2250003
VE16/0/0.312                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250001
VE16/0/0.313                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250002
VE16/0/0.314                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250003
VE16/0/0.315                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250005
VE16/0/0.316                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250006
VE16/0/0.317                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IPV2250001
VE16/0/0.318                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IPV2250005
VE16/0/0.320                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2250001
VE16/0/0.321                  up      up       EXTERNAL-FULLMESH-SPOKE-610052-IPVB0500225
VE16/0/0.323                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600575-IPV0500460
VE16/0/0.324                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2600023
VE16/0/0.325                  up      up       EXTERNAL-FULLMESH-SPOKE-LL-INTER-INL2600024
VE16/0/0.326                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2600021
VE16/0/0.327                  up      up       EXTERNAL-FULLMESH-SPOKE-LL-INTER-INL2600022
VE16/0/0.328                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500245
VE16/0/0.329                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500247
VE16/0/0.331                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500247
VE16/0/0.332                  up      up       EXTERNAL-FULLMESH-SPOKE-600584-IPV0500463
VE16/0/0.333                  up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPV0500079
VE16/0/0.335                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD0500241
VE16/0/0.336                  up      up       EXTERNAL-FULLMESH-SPOKE-600300-IPV1430178
VE16/0/0.337                  up      up       EXTERNAL-FULLMESH-SPOKE-600584-IPV0500465
VE16/0/0.338                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2340001
VE16/0/0.339                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2340001
VE16/0/0.340                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500245
VE16/0/0.341                  up      up       EXTERNAL-FULLMESH-SPOKE-600592-IPV1400015
VE16/0/0.342                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600575-IPVB0500460
VE16/0/0.343                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500252
VE16/0/0.344                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLC0500241
VE16/0/0.345                  up      up       EXTERNAL-FULLMESH-SPOKE-600612-SIT2340001
VE16/0/0.346                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLC0500165
VE16/0/0.347                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IPV2250007
VE16/0/0.348                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500274
VE16/0/0.349                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500237
VE16/0/0.351                  up      up       EXTERNAL-FULLMESH-SPOKE-600237-IPV2510002
VE16/0/0.352                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250007
VE16/0/0.353                  up      up       EXTERNAL-FULLMESH-SPOKE-600612-SITB2340001
VE16/0/0.354                  up      up       EXTERNAL-FULLMESH-SPOKE-600639-BIPV0500487
VE16/0/0.355                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500273
VE16/0/0.356                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLI500273
VE16/0/0.357                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500502
VE16/0/0.358                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500503
VE16/0/0.359                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500074
VE16/0/0.360                  up      up       EXTERNAL-FULLMESH-SPOKE-600568-IPV2250009
VE16/0/0.361                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500516
VE16/0/0.362                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500516
VE16/0/0.363                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2700009
VE16/0/0.364                  up      up       EXTERNAL-FULLMESH-SPOKE-600508-IPV2700009
VE16/0/0.365                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750001
VE16/0/0.366                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750001
VE16/0/0.369                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750001
VE16/0/0.370                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750001
VE16/0/0.371                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750003
VE16/0/0.372                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750003
VE16/0/0.373                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750003
VE16/0/0.374                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750003
VE16/0/0.375                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500539
VE16/0/0.376                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-BINL0500546
VE16/0/0.377                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500552
VE16/0/0.378                  up      up       EXTERNAL-FULLMESH-SPOKE-600510-IPV0500549
VE16/0/0.379                  up      up       EXTERNAL-FULLMESH-SPOKE-600510-IPV0500550
VE16/0/0.3000                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261169
VE16/0/0.3001                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261171
VE16/0/0.3002                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1491386
VE16/0/0.3003                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1491387
VE16/0/0.3004                 up      up       EXTERNAL-FULLMESH-SPOKE-600383-IPV1860024
VE16/0/0.3005                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350002
VE16/0/0.3006                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260764
VE16/0/0.3007                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160724
VE16/0/0.3008                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600081-IPV0500366
VE16/0/0.3009                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600081-IPV0500368
VE16/0/0.3010                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340002
VE16/0/0.3011                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500088
VE16/0/0.3012                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500020
VE16/0/0.3013                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340003
VE16/0/0.3014                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340032
VE16/0/0.3015                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340004
VE16/0/0.3016                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340008
VE16/0/0.3017                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340019
VE16/0/0.3018                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340020
VE16/0/0.3019                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340034
VE16/0/0.3020                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340018
VE16/0/0.3021                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340010
VE16/0/0.3022                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340009
VE16/0/0.3023                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340021
VE16/0/0.3024                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350030
VE16/0/0.3025                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350029
VE16/0/0.3026                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490493
VE16/0/0.3027                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500025
VE16/0/0.3028                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500023
VE16/0/0.3029                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500019
VE16/0/0.3030                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500024
VE16/0/0.3031                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500206
VE16/0/0.3032                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500187
VE16/0/0.3033                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350032
VE16/0/0.3034                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340007
VE16/0/0.3035                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500266
VE16/0/0.3036                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350035
VE16/0/0.3037                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500271
VE16/0/0.3038                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800069
VE16/0/0.3039                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261278
VE16/0/0.3040                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350038
VE16/0/0.3041                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1261289
VE16/0/0.3042                 up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340040
VE16/0/0.3043                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350039
VE16/0/0.3044                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350040
VE16/0/0.3045                 up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500485
VE16/0/0.3046                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350053
VE16/0/0.3047                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350054
VE16/0/0.3048                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350057
VE16/0/0.3049                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350059
VE16/0/0.3050                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350060
VE16/0/0.3051                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350061
VE16/0/0.3052                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350064
VE16/0/0.3053                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350066
VE16/0/0.3054                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350067
VE16/0/0.3055                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350068
VE16/0/0.3056                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350070
VE16/0/0.3057                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350073
VE16/0/0.3058                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350074
VE16/0/0.3059                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350094
VE16/0/0.3060                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350100
VE16/0/0.3061                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350095
VE16/0/0.3062                 up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350098
VE16/0/0.3063                 down    down     EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500529
VE16/0/0.3064                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800090
VE16/0/0.3065                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800092
VE16/0/0.3066                 up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800093
VE16/0/0.3067                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500278
VE16/0/0.3068                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-BIPV1491495
VE16/0/0.3069                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750018
VE16/0/0.3070                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750007
VE16/0/0.3071                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750008
VE16/0/0.3072                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750011
VE16/0/0.3073                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750015
VE16/0/0.3074                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750017
VE16/0/0.3075                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750009
VE16/0/0.3076                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750016
VE16/0/0.3077                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750019
VE16/0/0.3078                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750020
VE16/0/0.3079                 up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750022
VE16/0/0.3080                 up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500550
VE16/0/0.3501                 down    down     INTERNAL-FULLMESH-SPOKE-2020-IPVI500018
VE16/0/0.3503                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500046
VE16/0/0.3505                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500021
VE16/0/0.3518                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260053
VE16/0/0.3538                 up      up       EXTERNAL-FULLMESH-SPOKE-610027- IPV1160023
VE16/0/0.3539                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500083
VE16/0/0.3550                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160079
VE16/0/0.3551                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260055
VE16/0/0.3552                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260056
VE16/0/0.3553                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260057
VE16/0/0.3555                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260059
VE16/0/0.3556                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260060
VE16/0/0.3557                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260061
VE16/0/0.3558                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260062
VE16/0/0.3559                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260063
VE16/0/0.3561                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160088
VE16/0/0.3562                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260113
VE16/0/0.3563                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260114
VE16/0/0.3564                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260117
VE16/0/0.3565                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260118
VE16/0/0.3567                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260124
VE16/0/0.3568                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260125
VE16/0/0.3569                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260135
VE16/0/0.3571                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500089
VE16/0/0.3572                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500091
VE16/0/0.3573                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500090
VE16/0/0.3574                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500094
VE16/0/0.3575                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260196
VE16/0/0.3576                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260198
VE16/0/0.3578                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500105
VE16/0/0.3580                 down    down     INTERNAL-FULLMESH-SPOKE-2020-IPVI500107
VE16/0/0.3581                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500108
VE16/0/0.3585                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500112
VE16/0/0.3586                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500114
VE16/0/0.3620                 up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500085
VE16/0/0.3621                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160127
VE16/0/0.3622                 up      up       EXTERNAL-FULLMESH-SPOKE-610019-IPV0500358
VE16/0/0.3625                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260413
VE16/0/0.3628                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260418
VE16/0/0.3629                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260419
VE16/0/0.3630                 up      up       EXTERNAL-FULLMESH-SPOKE-600300-IPV1430028
VE16/0/0.3632                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260428
VE16/0/0.3635                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260450
VE16/0/0.3638                 up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160223
VE16/0/0.3640                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490292
VE16/0/0.3641                 up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490289
